TITLE	N-GQD_CA_NO2
2905,2354	79,9164
2906,1997	79,9692
2907,1638	79,9822
2908,1282	79,9762
2909,0923	79,97
2910,0566	79,9774
2911,0208	80,0085
2911,9851	80,0685
2912,9492	80,1544
2913,9136	80,2521
2914,8777	80,3394
2915,8420	80,3941
2916,8062	80,4049
2917,7705	80,3757
2918,7346	80,3224
2919,6990	80,2644
2920,6631	80,2164
2921,6274	80,1848
2922,5916	80,1684
2923,5559	80,1609
2924,5200	80,1547
2925,4844	80,1435
2926,4485	80,1248
2927,4128	80,1001
2928,3770	80,0729
2929,3413	80,0461
2930,3054	80,019
2931,2698	79,9875
2932,2339	79,9472
2933,1982	79,8963
2934,1624	79,837
2935,1267	79,7738
2936,0908	79,7102
2937,0552	79,6448
2938,0193	79,572
2938,9836	79,4856
2939,9478	79,3836
2940,9121	79,2719
2941,8762	79,1627
2942,8406	79,0687
2943,8047	78,9962
2944,7690	78,9404
2945,7332	78,8877
2946,6975	78,8217
2947,6616	78,7312
2948,6260	78,6137
2949,5901	78,4738
2950,5544	78,3178
2951,5186	78,1499
2952,4829	77,9704
2953,4470	77,7789
2954,4114	77,5775
2955,3755	77,3716
2956,3398	77,1684
2957,3040	76,9739
2958,2683	76,79
2959,2324	76,6136
2960,1968	76,4377
2961,1609	76,2524
2962,1252	76,0472
2963,0894	75,8146
2964,0537	75,5519
2965,0178	75,264
2965,9822	74,9618
2966,9463	74,66
2967,9106	74,3744
2968,8748	74,1189
2969,8391	73,905
2970,8032	73,7397
2971,7676	73,6242
2972,7317	73,5519
2973,6960	73,5093
2974,6602	73,4808
2975,6245	73,4548
2976,5886	73,4284
2977,5530	73,4067
2978,5171	73,3991
2979,4814	73,4111
2980,4456	73,4386
2981,4099	73,4658
2982,3740	73,4686
2983,3384	73,4246
2984,3025	73,3251
2985,2668	73,1867
2986,2310	73,0532
2987,1953	72,985
2988,1594	73,0346
2989,1238	73,2223
2990,0879	73,5225
2991,0522	73,8731
2992,0164	74,2015
2992,9807	74,4551
2993,9448	74,62
2994,9092	74,719
2995,8733	74,7932
2996,8376	74,8789
2997,8018	74,993
2998,7661	75,1327
2999,7302	75,2853
3000,6946	75,4386
3001,6587	75,5867
3002,6230	75,7301
3003,5872	75,8718
3004,5515	76,0144
3005,5156	76,1594
3006,4800	76,3068
3007,4441	76,4556
3008,4084	76,6034
3009,3726	76,7466
3010,3369	76,8816
3011,3010	77,0069
3012,2654	77,1236
3013,2295	77,2359
3014,1938	77,3488
3015,1580	77,4657
3016,1223	77,5871
3017,0864	77,7105
3018,0508	77,8317
3019,0149	77,9467
3019,9792	78,0535
3020,9434	78,1524
3021,9077	78,2448
3022,8718	78,3313
3023,8362	78,4105
3024,8003	78,4785
3025,7646	78,5306
3026,7288	78,5642
3027,6931	78,5801
3028,6572	78,5833
3029,6216	78,582
3030,5857	78,5858
3031,5500	78,6031
3032,5142	78,6383
3033,4785	78,6897
3034,4426	78,7496
3035,4070	78,8064
3036,3711	78,8484
3037,3354	78,8687
3038,2996	78,8673
3039,2639	78,851
3040,2280	78,8294
3041,1924	78,809
3042,1565	78,7899
3043,1208	78,7668
3044,0850	78,7335
3045,0493	78,6883
3046,0134	78,6358
3046,9778	78,5842
3047,9419	78,54
3048,9063	78,5039
3049,8704	78,4703
3050,8347	78,4315
3051,7988	78,3827
3052,7632	78,3249
3053,7273	78,2637
3054,6917	78,2061
3055,6558	78,1565
3056,6201	78,1151
3057,5842	78,0779
3058,5486	78,0389
3059,5127	77,9921
3060,4771	77,9329
3061,4412	77,8596
3062,4055	77,7745
3063,3696	77,6847
3064,3340	77,6011
3065,2981	77,5338
3066,2625	77,4869
3067,2266	77,4556
3068,1909	77,4275
3069,1550	77,3889
3070,1194	77,3317
3071,0835	77,257
3072,0479	77,1735
3073,0120	77,0913
3073,9763	77,0163
3074,9404	76,9473
3075,9048	76,8786
3076,8689	76,8055
3077,8333	76,7279
3078,7974	76,6506
3079,7617	76,5795
3080,7258	76,5173
3081,6902	76,4625
3082,6543	76,411
3083,6187	76,3592
3084,5828	76,3064
3085,5471	76,2528
3086,5112	76,1987
3087,4756	76,1434
3088,4397	76,0853
3089,4041	76,0233
3090,3682	75,9581
3091,3325	75,8911
3092,2966	75,8244
3093,2610	75,7603
3094,2251	75,7005
3095,1895	75,6454
3096,1536	75,5932
3097,1179	75,5393
3098,0820	75,4782
3099,0464	75,4073
3100,0105	75,3293
3100,9749	75,2521
3101,9390	75,1842
3102,9033	75,1296
3103,8674	75,0845
3104,8318	75,0399
3105,7959	74,9878
3106,7603	74,9256
3107,7244	74,8575
3108,6887	74,7908
3109,6528	74,7304
3110,6172	74,6753
3111,5813	74,6202
3112,5457	74,5587
3113,5098	74,4881
3114,4741	74,4104
3115,4382	74,3314
3116,4026	74,2575
3117,3667	74,1926
3118,3311	74,1368
3119,2952	74,0866
3120,2595	74,0374
3121,2236	73,9865
3122,1880	73,9341
3123,1521	73,8841
3124,1165	73,8411
3125,0806	73,8069
3126,0449	73,7776
3127,0090	73,7445
3127,9734	73,6985
3128,9375	73,6352
3129,9019	73,558
3130,8660	73,4774
3131,8303	73,4064
3132,7944	73,3541
3133,7588	73,3216
3134,7229	73,3021
3135,6873	73,2851
3136,6514	73,2615
3137,6157	73,2265
3138,5798	73,1797
3139,5442	73,1234
3140,5083	73,0607
3141,4727	72,995
3142,4368	72,9291
3143,4011	72,8654
3144,3652	72,8048
3145,3296	72,7465
3146,2937	72,6887
3147,2581	72,6309
3148,2222	72,5746
3149,1865	72,5233
3150,1506	72,4793
3151,1150	72,4421
3152,0791	72,4077
3153,0435	72,3713
3154,0076	72,3311
3154,9719	72,2887
3155,9360	72,247
3156,9004	72,2067
3157,8645	72,1654
3158,8289	72,1193
3159,7930	72,0678
3160,7573	72,0151
3161,7214	71,9679
3162,6858	71,9306
3163,6499	71,9011
3164,6143	71,8715
3165,5784	71,8322
3166,5427	71,7781
3167,5068	71,7109
3168,4712	71,6387
3169,4353	71,5748
3170,3997	71,5214
3171,3638	71,4844
3172,3281	71,4605
3173,2922	71,4422
3174,2566	71,4201
3175,2207	71,3872
3176,1851	71,342
3177,1492	71,289
3178,1135	71,236
3179,0776	71,1886
3180,0420	71,1472
3181,0061	71,1077
3181,9705	71,0656
3182,9346	71,0204
3183,8989	70,9762
3184,8630	70,9386
3185,8274	70,9096
3186,7915	70,8858
3187,7559	70,8597
3188,7200	70,8252
3189,6843	70,7813
3190,6484	70,7318
3191,6128	70,6832
3192,5769	70,6403
3193,5413	70,6051
3194,5054	70,5771
3195,4697	70,5556
3196,4338	70,5406
3197,3982	70,5318
3198,3623	70,5266
3199,3267	70,5193
3200,2908	70,5024
3201,2551	70,471
3202,2192	70,4261
3203,1836	70,3748
3204,1477	70,3274
3205,1121	70,2917
3206,0762	70,2681
3207,0405	70,2501
3208,0046	70,2283
3208,9690	70,1969
3209,9331	70,1579
3210,8975	70,1187
3211,8616	70,0866
3212,8259	70,0632
3213,7900	70,0426
3214,7544	70,0168
3215,7185	69,9812
3216,6829	69,9391
3217,6470	69,8997
3218,6113	69,8724
3219,5754	69,8606
3220,5398	69,8598
3221,5039	69,8598
3222,4683	69,8512
3223,4324	69,8299
3224,3967	69,7989
3225,3608	69,7655
3226,3252	69,7369
3227,2893	69,7161
3228,2537	69,6996
3229,2178	69,6801
3230,1821	69,6511
3231,1462	69,6113
3232,1106	69,5665
3233,0747	69,5266
3234,0391	69,5008
3235,0032	69,4922
3235,9675	69,4966
3236,9316	69,5052
3237,8960	69,5092
3238,8601	69,5043
3239,8245	69,4915
3240,7886	69,4759
3241,7529	69,4637
3242,7170	69,4599
3243,6814	69,4674
3244,6455	69,4856
3245,6099	69,5103
3246,5740	69,5345
3247,5383	69,5507
3248,5024	69,5542
3249,4668	69,5446
3250,4309	69,5263
3251,3953	69,5058
3252,3594	69,4888
3253,3237	69,4782
3254,2878	69,4746
3255,2522	69,4773
3256,2163	69,4861
3257,1807	69,5007
3258,1448	69,5191
3259,1091	69,5372
3260,0732	69,5499
3261,0376	69,5543
3262,0017	69,5517
3262,9661	69,5468
3263,9302	69,5442
3264,8945	69,5445
3265,8586	69,5437
3266,8230	69,5363
3267,7871	69,5193
3268,7515	69,4957
3269,7156	69,4731
3270,6799	69,4598
3271,6440	69,4607
3272,6084	69,4748
3273,5725	69,4964
3274,5369	69,5182
3275,5010	69,5349
3276,4653	69,5449
3277,4294	69,5503
3278,3938	69,5547
3279,3579	69,5614
3280,3223	69,571
3281,2864	69,5817
3282,2507	69,5899
3283,2148	69,593
3284,1792	69,5908
3285,1433	69,5854
3286,1077	69,5801
3287,0718	69,577
3288,0361	69,5763
3289,0002	69,5773
3289,9646	69,58
3290,9287	69,5857
3291,8931	69,5951
3292,8572	69,6066
3293,8215	69,6151
3294,7856	69,6151
3295,7500	69,6049
3296,7141	69,589
3297,6785	69,5774
3298,6426	69,5801
3299,6069	69,6021
3300,5710	69,6392
3301,5354	69,68
3302,4995	69,7104
3303,4639	69,7198
3304,4280	69,7054
3305,3923	69,6728
3306,3564	69,634
3307,3208	69,6021
3308,2849	69,5867
3309,2493	69,5905
3310,2134	69,6089
3311,1777	69,6336
3312,1418	69,6572
3313,1062	69,6767
3314,0703	69,6935
3315,0347	69,7104
3315,9988	69,7279
3316,9631	69,7427
3317,9272	69,7492
3318,8916	69,7433
3319,8557	69,7254
3320,8201	69,701
3321,7842	69,6782
3322,7485	69,6646
3323,7126	69,6633
3324,6770	69,6732
3325,6411	69,6905
3326,6055	69,7111
3327,5696	69,7332
3328,5339	69,7561
3329,4980	69,7792
3330,4624	69,7991
3331,4265	69,8101
3332,3909	69,8066
3333,3550	69,787
3334,3193	69,7563
3335,2834	69,7246
3336,2478	69,701
3337,2119	69,689
3338,1763	69,6842
3339,1404	69,6793
3340,1047	69,6704
3341,0688	69,6597
3342,0332	69,6533
3342,9973	69,6557
3343,9617	69,6652
3344,9258	69,6762
3345,8901	69,6841
3346,8542	69,6907
3347,8186	69,7031
3348,7827	69,7279
3349,7471	69,7642
3350,7112	69,802
3351,6755	69,8283
3352,6396	69,8344
3353,6040	69,822
3354,5681	69,8009
3355,5325	69,7836
3356,4966	69,7774
3357,4609	69,7823
3358,4250	69,7929
3359,3894	69,8025
3360,3535	69,8067
3361,3179	69,8046
3362,2820	69,7983
3363,2463	69,7928
3364,2104	69,7949
3365,1748	69,8114
3366,1389	69,8468
3367,1033	69,9
3368,0674	69,9633
3369,0317	70,0238
3369,9958	70,068
3370,9602	70,0866
3371,9243	70,0788
3372,8887	70,0531
3373,8528	70,0246
3374,8171	70,0097
3375,7813	70,0198
3376,7456	70,0571
3377,7097	70,115
3378,6741	70,1812
3379,6382	70,2426
3380,6025	70,2893
3381,5667	70,3151
3382,5310	70,3182
3383,4951	70,3017
3384,4595	70,2749
3385,4236	70,2519
3386,3879	70,2476
3387,3521	70,2713
3388,3164	70,3219
3389,2805	70,3883
3390,2449	70,4547
3391,2090	70,5086
3392,1733	70,5465
3393,1375	70,5741
3394,1018	70,6005
3395,0659	70,6311
3396,0303	70,665
3396,9944	70,6977
3397,9587	70,7268
3398,9229	70,7549
3399,8872	70,789
3400,8513	70,8347
3401,8157	70,8918
3402,7798	70,9541
3403,7441	71,0139
3404,7083	71,0681
3405,6726	71,1199
3406,6367	71,1763
3407,6011	71,2408
3408,5652	71,3092
3409,5295	71,3707
3410,4937	71,4149
3411,4580	71,4399
3412,4221	71,4546
3413,3865	71,4746
3414,3506	71,5126
3415,3149	71,5711
3416,2791	71,6407
3417,2434	71,7068
3418,2075	71,759
3419,1719	71,7972
3420,1360	71,8323
3421,1003	71,8783
3422,0645	71,9437
3423,0288	72,026
3423,9929	72,1155
3424,9573	72,2019
3425,9214	72,2794
3426,8857	72,348
3427,8499	72,4108
3428,8142	72,4701
3429,7783	72,5256
3430,7427	72,5758
3431,7068	72,6214
3432,6711	72,668
3433,6353	72,7234
3434,5996	72,792
3435,5637	72,8705
3436,5281	72,9477
3437,4922	73,0108
3438,4565	73,0532
3439,4207	73,0785
3440,3850	73,0991
3441,3491	73,1284
3442,3135	73,1734
3443,2776	73,2324
3444,2419	73,2977
3445,2061	73,363
3446,1704	73,4274
3447,1345	73,4959
3448,0989	73,5743
3449,0630	73,6646
3450,0273	73,7646
3450,9915	73,8681
3451,9558	73,9674
3452,9199	74,0548
3453,8843	74,1267
3454,8484	74,1854
3455,8127	74,238
3456,7769	74,2911
3457,7412	74,3462
3458,7053	74,3985
3459,6697	74,4409
3460,6338	74,4702
3461,5981	74,4905
3462,5623	74,5126
3463,5266	74,5478
3464,4907	74,6035
3465,4551	74,6815
3466,4192	74,7797
3467,3835	74,8927
3468,3477	75,0123
3469,3120	75,1267
3470,2761	75,2235
3471,2405	75,2941
3472,2046	75,3398
3473,1689	75,3727
3474,1331	75,4104
3475,0974	75,4665
3476,0615	75,5432
3477,0259	75,6325
3477,9900	75,7239
3478,9543	75,8104
3479,9185	75,891
3480,8828	75,9663
3481,8469	76,0338
3482,8113	76,0873
3483,7754	76,1251
3484,7397	76,1559
3485,7039	76,1982
3486,6682	76,2705
3487,6323	76,3787
3488,5967	76,5103
3489,5608	76,6398
3490,5251	76,7445
3491,4893	76,8179
3492,4536	76,8721
3493,4177	76,9296
3494,3821	77,011
3495,3462	77,1236
3496,3105	77,2565
3497,2747	77,3856
3498,2390	77,486
3499,2031	77,5422
3500,1675	77,5537
3501,1316	77,5386
3502,0959	77,5318
3503,0601	77,5681
3504,0244	77,6582
3504,9885	77,7839
3505,9529	77,9155
3506,9170	78,0297
3507,8813	78,1192
3508,8455	78,1951
3509,8098	78,2806
3510,7739	78,3952
3511,7383	78,5398
3512,7024	78,6975
3513,6667	78,8449
3514,6309	78,9638
3515,5952	79,0481
3516,5593	79,1049
3517,5237	79,1486
3518,4878	79,1924
3519,4521	79,2416
3520,4163	79,2932
3521,3806	79,3414
3522,3447	79,3828
3523,3091	79,4178
3524,2732	79,4501
3525,2375	79,4871
3526,2017	79,5424
3527,1660	79,6356
3528,1301	79,7827
3529,0945	79,9814
3530,0586	80,2059
3531,0229	80,4193
3531,9871	80,5931
3532,9514	80,7174
3533,9155	80,8026
3534,8799	80,8722
3535,8440	80,9512
3536,8083	81,0503
3537,7725	81,1576
3538,7368	81,2482
3539,7009	81,3019
3540,6653	81,3126
3541,6294	81,2892
3542,5938	81,254
3543,5579	81,2443
3544,5222	81,3025
3545,4863	81,4447
3546,4507	81,6352
3547,4148	81,8103
3548,3792	81,9295
3549,3433	81,9956
3550,3076	82,0404
3551,2717	82,1026
3552,2361	82,2072
3553,2002	82,351
3554,1646	82,5041
3555,1287	82,6343
3556,0930	82,7268
3557,0571	82,7834
3558,0215	82,8122
3558,9856	82,8229
3559,9500	82,8256
3560,9141	82,8295
3561,8784	82,8396
3562,8425	82,8512
3563,8069	82,851
3564,7710	82,8398
3565,7354	82,874
3566,6995	83,0408
3567,6638	83,3266
3568,6279	83,5962
3569,5923	83,7544
3570,5564	83,8153
3571,5208	83,8359
3572,4849	83,8569
3573,4492	83,892
3574,4133	83,9416
3575,3777	84,002
3576,3418	84,0654
3577,3062	84,1172
3578,2703	84,1387
3579,2346	84,1171
3580,1987	84,0567
3581,1631	83,9814
3582,1272	83,9233
3583,0916	83,9007
3584,0557	83,9007
3585,0200	83,884
3585,9841	83,8218
3586,9485	83,7243
3587,9126	83,6002
3588,8770	83,4184
3589,8411	83,1636
3590,8054	82,8735
3591,7695	82,607
3592,7339	82,4148
3593,6980	82,3317
3594,6624	82,3604
3595,6265	82,4509
3596,5908	82,5262
3597,5549	82,5475
3598,5193	82,5486
3599,4834	82,6102
3600,4478	82,796
3601,4119	83,0981
3602,3762	83,4484
3603,3403	83,781
3604,3047	84,0751
3605,2688	84,3601
3606,2332	84,706
3607,1973	85,1931
3608,1616	85,842
3609,1257	86,5597
3610,0901	87,1847
3611,0542	87,5874
3612,0186	87,727
3612,9827	87,6496
3613,9470	87,4557
3614,9111	87,2492
3615,8755	87,0882
3616,8396	86,9634
3617,8040	86,8139
3618,7681	86,5717
3619,7324	86,21
3620,6965	85,7629
3621,6609	85,3167
3622,6250	84,9795
3623,5894	84,8384
3624,5535	84,9227
3625,5178	85,1862
3626,4819	85,5236
3627,4463	85,8457
3628,4104	86,1515
3629,3748	86,4477
3630,3389	86,6803
3631,3032	86,8606
3632,2673	87,0896
3633,2317	87,4505
3634,1958	87,9488
3635,1602	88,5242
3636,1243	89,0961
3637,0886	89,6096
3638,0527	90,0523
3639,0171	90,4386
3639,9812	90,7865
3640,9456	91,1078
3641,9097	91,4164
3642,8740	91,7327
3643,8381	92,0699
3644,8025	92,3987
3645,7666	92,6135
3646,7310	92,5708
3647,6951	92,3134
3648,6594	92,283
3649,6235	92,7509
3650,5879	93,3009
3651,5520	93,587
3652,5164	93,6638
3653,4805	93,6798
3654,4448	93,7045
3655,4089	93,7372
3656,3733	93,7598
3657,3374	93,7639
3658,3018	93,7544
3659,2659	93,7511
3660,2302	93,7749
3661,1943	93,8278
3662,1587	93,8954
3663,1228	93,97
3664,0872	94,0665
3665,0513	94,2037
3666,0156	94,3667
3666,9797	94,4855
3667,9441	94,4803
3668,9082	94,369
3669,8726	94,2883
3670,8367	94,3355
3671,8010	94,4694
3672,7651	94,5679
3673,7295	94,4923
3674,6936	94,1848
3675,6580	93,7825
3676,6221	93,4899
3677,5864	93,3407
3678,5505	93,2611
3679,5149	93,2059
3680,4790	93,155
3681,4434	93,0943
3682,4075	93,032
3683,3718	93,009
3684,3359	93,0716
3685,3003	93,2142
3686,2644	93,3284
3687,2288	93,2105
3688,1929	92,701
3689,1572	91,9054
3690,1213	91,1512
3691,0857	90,6416
3692,0498	90,3639
3693,0142	90,2449
3693,9783	90,2286
3694,9426	90,279
3695,9067	90,3772
3696,8711	90,5156
3697,8352	90,6806
3698,7996	90,8352
3699,7637	90,9211
3700,7280	90,8935
3701,6921	90,7648
3702,6565	90,6049
3703,6206	90,4933
3704,5850	90,4769
3705,5491	90,5613
3706,5134	90,7157
3707,4775	90,8916
3708,4419	91,0841
3709,4060	91,4353
3710,3704	92,2187
3711,3345	93,4726
3712,2988	94,7378
3713,2629	95,5222
3714,2273	95,7197
3715,1914	95,4727
3716,1558	94,938
3717,1199	94,207
3718,0842	93,3284
3719,0483	92,3554
3720,0127	91,3656
3720,9768	90,4359
3721,9412	89,6063
3722,9053	88,883
3723,8696	88,2782
3724,8337	87,8323
3725,7981	87,5865
3726,7622	87,5456
3727,7266	87,6823
3728,6907	87,9614
3729,6550	88,342
3730,6191	88,761
3731,5835	89,1278
3732,5476	89,3663
3733,5120	89,5233
3734,4761	89,8247
3735,4404	90,4433
3736,4045	91,2326
3737,3689	91,9534
3738,3330	92,5722
3739,2974	93,2156
3740,2615	94,0083
3741,2258	94,9736
3742,1899	95,9976
3743,1543	96,8611
3744,1184	97,3605
3745,0828	97,4542
3746,0469	97,2877
3747,0112	97,0698
3747,9753	96,9376
3748,9397	96,9416
3749,9038	97,1343
3750,8682	97,5472
3751,8323	98,0029
3752,7966	98,2607
3753,7607	98,3169
3754,7251	98,3163
3755,6892	98,3576
3756,6536	98,4453
3757,6177	98,5394
3758,5820	98,6118
3759,5461	98,6569
3760,5105	98,6773
3761,4746	98,6851
3762,4390	98,6982
3763,4031	98,7263
3764,3674	98,7644
3765,3315	98,8016
3766,2959	98,8302
3767,2600	98,8479
3768,2244	98,8567
3769,1885	98,8618
3770,1528	98,8662
3771,1169	98,8658
3772,0813	98,858
3773,0454	98,854
3774,0098	98,8731
3774,9739	98,9189
3775,9382	98,9705
3776,9023	98,9917
3777,8667	98,9723
3778,8308	98,9339
3779,7952	98,8954
3780,7593	98,8501
3781,7236	98,7879
3782,6877	98,7173
3783,6521	98,6636
3784,6162	98,6542
3785,5806	98,6993
3786,5447	98,7826
3787,5090	98,8722
3788,4731	98,9454
3789,4375	99,0014
3790,4016	99,0521
3791,3660	99,1009
3792,3301	99,1279
3793,2944	99,0973
3794,2585	98,9865
3795,2229	98,8174
3796,1870	98,6533
3797,1514	98,5546
3798,1155	98,5324
3799,0798	98,5464
3800,0439	98,5528
3801,0083	98,5511
3801,9724	98,5645
3802,9368	98,5984
3803,9009	98,6535
3804,8652	98,7369
3805,8293	98,8443
3806,7937	98,9504
3807,7578	99,017
3808,7222	99,0233
3809,6863	99,0045
3810,6506	99,0369
3811,6147	99,1657
3812,5791	99,3501
3813,5432	99,4737
3814,5076	99,429
3815,4717	99,2123
3816,4360	98,9187
3817,4001	98,6461
3818,3645	98,4376
3819,3286	98,3068
3820,2930	98,2703
3821,2571	98,3189
3822,2214	98,3811
3823,1855	98,3914
3824,1499	98,3626
3825,1140	98,3525
3826,0784	98,4019
3827,0425	98,5094
3828,0068	98,6412
3828,9709	98,7543
3829,9353	98,8193
3830,8994	98,8331
3831,8638	98,8163
3832,8279	98,7977
3833,7922	98,79
3834,7563	98,7724
3835,7207	98,6975
3836,6848	98,5348
3837,6492	98,3221
3838,6133	98,1538
3839,5776	98,097
3840,5417	98,1489
3841,5061	98,2756
3842,4702	98,4403
3843,4346	98,5978
3844,3987	98,6986
3845,3630	98,7209
3846,3271	98,6987
3847,2915	98,7141
3848,2556	98,8515
3849,2200	99,1391
3850,1841	99,4966
3851,1484	99,7393
3852,1125	99,7393
3853,0769	99,6436
3854,0410	99,5934
3855,0054	99,4347
3855,9697	99,1279
3856,9338	98,8324
3857,8982	98,68
3858,8623	98,6855
3859,8267	98,7683
3860,7908	98,812
3861,7551	98,746
3862,7192	98,6108
3863,6836	98,524
3864,6477	98,559
3865,6121	98,6922
3866,5762	98,8509
3867,5405	98,9617
3868,5046	98,9754
3869,4690	98,8941
3870,4331	98,7827
3871,3975	98,7222
3872,3616	98,7453
3873,3259	98,8309
3874,2900	98,9482
3875,2544	99,0808
3876,2185	99,2138
3877,1829	99,3158
3878,1470	99,34
3879,1113	99,256
3880,0754	99,0882
3881,0398	98,9148
3882,0039	98,8179
3882,9683	98,8353
3883,9324	98,9504
3884,8967	99,1078
3885,8608	99,2404
3886,8252	99,3046
3887,7893	99,2978
3888,7537	99,2377
3889,7178	99,1369
3890,6821	99,0107
3891,6462	98,8958
3892,6106	98,8246
3893,5747	98,8002
3894,5391	98,8221
3895,5032	98,8974
3896,4675	99,0135
3897,4316	99,1264
3898,3960	99,1888
3899,3601	99,1848
3900,3245	99,1292
3901,2886	99,0412
3902,2529	98,9432
3903,2170	98,873
3904,1814	98,8613
3905,1455	98,8998
3906,1099	98,9592
3907,0740	99,0236
3908,0383	99,0918
3909,0024	99,1611
3909,9668	99,2223
3910,9309	99,2659
3911,8953	99,2888
3912,8594	99,2917
3913,8237	99,2718
3914,7878	99,2243
3915,7522	99,1546
3916,7163	99,0872
3917,6807	99,0483
3918,6448	99,0368
3919,6091	99,0275
3920,5732	99,0019
3921,5376	98,9617
3922,5017	98,9229
3923,4661	98,905
3924,4302	98,9161
3925,3945	98,9417
3926,3586	98,9556
3927,3230	98,9419
3928,2871	98,9026
3929,2515	98,851
3930,2156	98,8097
3931,1799	98,8059
3932,1440	98,8512
3933,1084	98,9292
3934,0725	99,0127
3935,0369	99,0888
3936,0010	99,1592
3936,9653	99,2246
3937,9294	99,2752
3938,8938	99,2936
3939,8579	99,2664
3940,8223	99,1978
3941,7864	99,112
3942,7507	99,0388
3943,7148	98,9939
3944,6792	98,9743
3945,6433	98,9683
3946,6077	98,9655
3947,5718	98,9612
3948,5361	98,9574
3949,5002	98,9582
3950,4646	98,9636
3951,4287	98,9708
3952,3931	98,9794
3953,3572	98,9924
3954,3215	99,0107
3955,2856	99,0311
3956,2500	99,0469
3957,2141	99,0522
3958,1785	99,0456
3959,1426	99,0326
3960,1069	99,0242
3961,0710	99,0323
3962,0354	99,0634
3962,9995	99,1139
3963,9639	99,1719
3964,9280	99,2223
3965,8923	99,2521
3966,8564	99,2531
3967,8208	99,2229
3968,7849	99,166
3969,7493	99,0929
3970,7134	99,0183
3971,6777	98,9586
3972,6418	98,928
3973,6062	98,9344
3974,5703	98,9752
3975,5347	99,0369
3976,4988	99,0997
3977,4631	99,1456
3978,4272	99,1651
3979,3916	99,1595
3980,3557	99,138
3981,3201	99,1131
3982,2842	99,0946
3983,2485	99,0864
3984,2126	99,0857
3985,1770	99,0869
3986,1411	99,0853
3987,1055	99,0801
3988,0696	99,0749
3989,0339	99,0744
3989,9980	99,0817
3990,9624	99,0956
3991,9265	99,1118
3992,8909	99,1268
3993,8550	99,1409
3994,8193	99,1572
3995,7834	99,1779
3996,7478	99,2003
3997,7119	99,2178
3998,6763	99,2236
3999,6404	99,2165
4000,6047	98,9627

##### Extended Information
[Comments]
Sample name	N-GQD_CA_NO2
Comment
User
Division
Company	ICMAB

[Detailed Information]
Creation date	25/11/2024 19:34

Data array type	Linear data array
Horizontal axis	Wavenumber [cm-1]
Vertical axis	%T
Start	399,193 cm-1
End	4000,6 cm-1
Data interval	0,964233 cm-1
Data points	3736    

[Measurement Information]
Model Name	FT/IR-4700typeA
Serial Number	C033961788

Accessory	ATR-PRO-ONE
Accessory S/N	B102761809
Incident angle	45 deg

Measurement Date	25/11/2024 19:32

Light Source	Standard
Detector	TGS
Accumulation	32
Resolution	4 cm-1
Zero Filling	On
Apodization	Cosine
Gain	Auto (8)
Aperture	Auto (7.1 mm)
Scanning Speed	Auto (2 mm/sec)
Filter	Auto (30000 Hz)

